Year,Player Name,Salary (Unadjusted),Salary (Adjusted)
2021-2022,Reggie Jackson,"$10,384,500","$11,661,579"
2021-2022,Richaun Holmes,"$10,384,500","$11,661,579"
2021-2022,Al-Farouq Aminu,"$10,335,621","$11,606,688"
2021-2022,Anthony Edwards,"$10,245,480","$11,505,462"
2021-2022,Luka Doncic,"$10,174,391","$11,425,631"
2021-2022,Cade Cunningham,"$10,050,120","$11,286,077"
2021-2022,Danny Green,"$10,000,000","$11,229,793"
2021-2022,Tomas Satoransky,"$10,000,000","$11,229,792"
2021-2022,Tristan Thompson,"$9,946,611","$11,169,838"
2021-2022,Kyle Anderson,"$9,937,150","$11,159,214"
2021-2022,Montrezl Harrell,"$9,720,900","$10,916,370"
2021-2022,Derrick Jones,"$9,720,900","$10,916,370"
2021-2022,Serge Ibaka,"$9,720,900","$10,916,370"
2021-2022,Derrick Favors,"$9,720,900","$10,916,370"
2021-2022,Jae Crowder,"$9,720,900","$10,916,370"
2021-2022,Ja Morant,"$9,603,360","$10,784,375"
2021-2022,Reggie Bullock,"$9,536,000","$10,708,731"
2021-2022,Alec Burks,"$9,536,000","$10,708,731"
2021-2022,Talen Horton-Tucker,"$9,500,000","$10,668,303"
2021-2022,Mason Plumlee,"$9,248,333","$10,385,687"
2021-2022,Jaren Jackson Jr,"$9,180,560","$10,309,579"
2021-2022,James Wiseman,"$9,166,800","$10,294,127"
2021-2022,Jalen Green,"$8,992,080","$10,097,920"
2021-2022,De'Anthony Melton,"$8,805,976","$9,888,929"
2021-2022,Nerlens Noel,"$8,800,000","$9,882,218"
2021-2022,Royce O'Neale,"$8,800,000","$9,882,218"
2021-2022,Maxi Kleber,"$8,750,000","$9,826,069"
2021-2022,Jakob Poeltl,"$8,750,000","$9,826,069"
2021-2022,Thomas Bryant,"$8,666,667","$9,732,488"
2021-2022,RJ Barrett,"$8,623,920","$9,684,484"
2021-2022,Alex Caruso,"$8,600,000","$9,657,622"
2021-2022,Delon Wright,"$8,526,316","$9,574,876"
2021-2022,Dario Saric,"$8,510,000","$9,556,554"
2021-2022,Monte Morris,"$8,449,074","$9,488,135"
2021-2022,Tyus Jones,"$8,376,286","$9,406,396"
2021-2022,Trae Young,"$8,326,471","$9,350,455"
2021-2022,Daniel Theis,"$8,280,351","$9,298,663"
2021-2022,LaMelo Ball,"$8,231,760","$9,244,096"
2021-2022,Seth Curry,"$8,207,518","$9,216,873"
2021-2022,JaMychal Green,"$8,200,000","$9,208,430"
2021-2022,Cedi Osman,"$8,133,334","$9,133,566"
2021-2022,Evan Mobley,"$8,075,160","$9,068,238"
2021-2022,De'Andre Hunter,"$7,775,400","$8,731,613"
2021-2022,DJ Augustin,"$7,622,467","$8,559,872"
2021-2022,Mo Bamba,"$7,568,743","$8,499,542"
2021-2022,Ivica Zubac,"$7,518,518","$8,443,140"
2021-2022,Rajon Rondo,"$7,500,000","$8,422,344"
2021-2022,TJ McConnell,"$7,500,000","$8,422,345"
2021-2022,Patrick Williams,"$7,422,000","$8,334,752"
2021-2022,Cory Joseph,"$7,310,000","$8,208,979"
2021-2022,Scottie Barnes,"$7,280,400","$8,175,738"
2021-2022,Darius Garland,"$7,040,880","$7,906,762"
2021-2022,Chris Boucher,"$7,020,000","$7,883,315"
2021-2022,PJ Tucker,"$7,000,000","$7,860,855"
2021-2022,Zach Collins,"$7,000,000","$7,860,855"
2021-2022,Wendell Carter,"$6,920,027","$7,771,047"
2021-2022,Juan Hernangomez,"$6,803,190","$7,639,841"
2021-2022,Isaac Okoro,"$6,720,720","$7,547,229"
2021-2022,Jalen Suggs,"$6,592,920","$7,403,713"
2021-2022,Cameron Payne,"$6,500,000","$7,299,365"
2021-2022,Joakim Noah,"$6,431,666","$7,222,628"
2021-2022,Jarrett Culver,"$6,395,160","$7,181,632"
2021-2022,Khem Birch,"$6,350,000","$7,130,918"
2021-2022,Collin Sexton,"$6,349,671","$7,130,549"
2021-2022,Onyeka Okongwu,"$6,104,280","$6,854,980"
2021-2022,Justin Holiday,"$6,006,420","$6,745,085"
2021-2022,Josh Giddey,"$5,988,000","$6,724,400"
2021-2022,Patrick Mills,"$5,890,000","$6,614,348"
2021-2022,Dennis Schroeder,"$5,890,000","$6,614,348"
2021-2022,Rudy Gay,"$5,890,000","$6,614,348"
2021-2022,Kevin Knox,"$5,845,978","$6,564,912"
2021-2022,Coby White,"$5,837,760","$6,555,683"
2021-2022,Timofey Mozgov,"$5,573,333","$6,258,737"
2021-2022,Killian Hayes,"$5,572,680","$6,258,004"
2021-2022,Mikal Bridges,"$5,557,725","$6,241,210"
2021-2022,Shai Gilgeous-Alexander,"$5,495,532","$6,171,369"
2021-2022,Jonathan Kuminga,"$5,466,360","$6,138,609"
2021-2022,Miles Bridges,"$5,421,493","$6,088,224"
2021-2022,Jaxson Hayes,"$5,348,280","$6,006,008"
2021-2022,Pat Connaughton,"$5,333,334","$5,989,223"
2021-2022,Kris Dunn,"$5,317,430","$5,971,363"
2021-2022,George Hill,"$5,275,491","$5,924,267"
2021-2022,Michael Porter,"$5,258,735","$5,905,450"
2021-2022,Dewayne Dedmon,"$5,256,308","$5,902,724"
2021-2022,Ryan Anderson,"$5,214,583","$5,855,869"
2021-2022,Hamidou Diallo,"$5,200,000","$5,839,492"
2021-2022,Kevon Looney,"$5,178,572","$5,815,429"
2021-2022,Troy Brown,"$5,170,564","$5,806,436"
2021-2022,Obi Toppin,"$5,105,160","$5,732,989"
2021-2022,Franz Wagner,"$5,007,840","$5,623,700"
2021-2022,Josh Jackson,"$5,005,350","$5,620,904"
2021-2022,Louis Williams,"$5,000,000","$5,614,896"
2021-2022,Kendrick Nunn,"$5,000,000","$5,614,896"
2021-2022,Luol Deng,"$5,000,000","$5,614,896"
2021-2022,Robin Lopez,"$5,000,000","$5,614,896"
2021-2022,JaVale McGee,"$5,000,000","$5,614,896"
2021-2022,Danuel House,"$4,997,424","$5,612,002"
2021-2022,Rui Hachimura,"$4,916,160","$5,520,746"
2021-2022,Garrett Temple,"$4,910,000","$5,513,828"
2021-2022,Taj Gibson,"$4,910,000","$5,513,828"
2021-2022,Torrey Craig,"$4,878,049","$5,477,948"
2021-2022,Bruce Brown,"$4,736,102","$5,318,544"
2021-2022,Deni Avdija,"$4,692,840","$5,269,962"
2021-2022,Donte DiVincenzo,"$4,675,830","$5,250,860"
2021-2022,Cam Reddish,"$4,670,160","$5,244,493"
2021-2022,David Nwaba,"$4,650,000","$5,221,854"
2021-2022,Furkan Korkmaz,"$4,629,630","$5,198,978"
2021-2022,Davion Mitchell,"$4,603,200","$5,169,298"
2021-2022,Jeff Green,"$4,500,000","$5,053,407"
2021-2022,Bryn Forbes,"$4,500,000","$5,053,407"
2021-2022,Ishmael Smith,"$4,500,000","$5,053,407"
2021-2022,Jalen Smith,"$4,458,000","$5,006,241"
2021-2022,Lonnie Walker,"$4,447,896","$4,994,895"
2021-2022,Cameron Johnson,"$4,437,000","$4,982,659"
2021-2022,Ziaire Williams,"$4,373,040","$4,910,833"
2021-2022,Bobby Portis,"$4,347,600","$4,882,265"
2021-2022,Moe Harkless,"$4,347,600","$4,882,265"
2021-2022,Kevin Huerter,"$4,253,357","$4,776,432"
2021-2022,Devin Vassell,"$4,235,160","$4,755,997"
2021-2022,Chandler Hutchison,"$4,224,186","$4,743,673"
2021-2022,Willie Cauley-Stein,"$4,220,083","$4,739,065"
2021-2022,PJ Washington,"$4,215,120","$4,733,492"
2021-2022,James Bouknight,"$4,154,400","$4,665,305"
2021-2022,Jevon Carter,"$4,107,149","$4,612,242"
2021-2022,Josh Okogie,"$4,087,904","$4,590,631"
2021-2022,Grayson Allen,"$4,054,695","$4,553,338"
2021-2022,Jarred Vanderbilt,"$4,050,000","$4,548,066"
2021-2022,Tyrese Haliburton,"$4,023,600","$4,518,419"
2021-2022,Tyler Herro,"$4,004,280","$4,496,723"
2021-2022,Gorgui Dieng,"$4,000,000","$4,491,917"
2021-2022,Dorian Finney-Smith,"$4,000,000","$4,491,917"
2021-2022,Terence Davis,"$4,000,000","$4,491,917"
2021-2022,Aaron Holiday,"$3,980,551","$4,470,076"
2021-2022,Josh Primo,"$3,946,800","$4,432,174"
2021-2022,Jake Layman,"$3,940,184","$4,424,745"
2021-2022,Anfernee Simons,"$3,938,818","$4,423,211"
2021-2022,Justise Winslow,"$3,902,439","$4,382,358"
2021-2022,Kira Lewis,"$3,822,240","$4,292,296"
2021-2022,Romeo Langford,"$3,804,360","$4,272,217"
2021-2022,Sekou Doumbouya,"$3,799,131","$4,266,345"
2021-2022,Landry Shamet,"$3,768,342","$4,231,770"
2021-2022,Chris Duarte,"$3,749,400","$4,210,498"
2021-2022,Alex Len,"$3,732,000","$4,190,958"
2021-2022,Robert Williams,"$3,661,976","$4,112,323"
2021-2022,Aaron Nesmith,"$3,631,200","$4,077,762"
2021-2022,Moses Moody,"$3,562,200","$4,000,277"
2021-2022,Boban Marjanovic,"$3,500,000","$3,930,427"
2021-2022,Mike Muscala,"$3,500,000","$3,930,427"
2021-2022,Cole Anthony,"$3,449,400","$3,873,605"
2021-2022,Corey Kispert,"$3,383,640","$3,799,757"
2021-2022,Luka Samanic,"$3,355,239","$3,767,863"
2021-2022,Michael Carter-Williams,"$3,300,000","$3,705,831"
2021-2022,Georges Niang,"$3,300,000","$3,705,831"
2021-2022,Isaiah Stewart,"$3,277,080","$3,680,093"
2021-2022,Chuma Okeke,"$3,277,080","$3,680,093"
2021-2022,Nickeil Alexander-Walker,"$3,261,480","$3,662,574"
2021-2022,Alperen Sengun,"$3,214,680","$3,610,019"
2021-2022,Jon Leuer,"$3,169,348","$3,559,112"
2021-2022,Trey Burke,"$3,150,000","$3,537,384"
2021-2022,Aleksej Pokusevski,"$3,113,160","$3,496,014"
2021-2022,Facundo Campazzo,"$3,100,000","$3,481,236"
2021-2022,Goga Bitadze,"$3,098,400","$3,479,439"
2021-2022,Trey Murphy,"$3,053,760","$3,429,309"
2021-2022,Sterling Brown,"$3,000,000","$3,368,938"
2021-2022,Frank Jackson,"$3,000,000","$3,368,938"
2021-2022,Josh Green,"$2,957,520","$3,321,233"
2021-2022,Tre Mann,"$2,901,240","$3,258,032"
2021-2022,Andrew Nicholson,"$2,844,429","$3,194,235"
2021-2022,Matisse Thybulle,"$2,840,160","$3,189,441"
2021-2022,Saddiq Bey,"$2,824,320","$3,171,653"
2021-2022,Kai Jones,"$2,770,560","$3,111,281"
2021-2022,Brandon Clarke,"$2,726,880","$3,062,229"
2021-2022,Precious Achiuwa,"$2,711,280","$3,044,711"
2021-2022,Marc Gasol,"$2,692,991","$3,024,173"
2021-2022,Jalen Johnson,"$2,659,680","$2,986,765"
2021-2022,LaMarcus Aldridge,"$2,641,691","$2,966,564"
2021-2022,James Johnson,"$2,641,691","$2,966,564"
2021-2022,Ed Davis,"$2,641,691","$2,966,564"
2021-2022,Andre Iguodala,"$2,641,691","$2,966,564"
2021-2022,Enes Kanter,"$2,641,691","$2,966,564"
2021-2022,Avery Bradley,"$2,641,691","$2,966,564"
2021-2022,Carmelo Anthony,"$2,641,691","$2,966,564"
2021-2022,Wayne Ellington,"$2,641,691","$2,966,564"
2021-2022,Trevor Ariza,"$2,641,691","$2,966,564"
2021-2022,Dwight Howard,"$2,641,691","$2,966,564"
2021-2022,Udonis Haslem,"$2,641,691","$2,966,564"
2021-2022,Markieff Morris,"$2,641,691","$2,966,564"
2021-2022,E'Twaun Moore,"$2,641,691","$2,966,564"
2021-2022,Paul Millsap,"$2,641,691","$2,966,564"
2021-2022,Grant Williams,"$2,617,800","$2,939,735"
2021-2022,Tyrese Maxey,"$2,602,920","$2,923,025"
2021-2022,Keon Johnson,"$2,553,240","$2,867,235"
2021-2022,Darius Bazley,"$2,513,040","$2,822,092"
2021-2022,Trey Lyles,"$2,500,000","$2,807,448"
2021-2022,Zeke Nnaji,"$2,498,760","$2,806,055"
2021-2022,Isaiah Jackson,"$2,451,240","$2,752,691"
2021-2022,Ty Jerome,"$2,412,840","$2,709,569"
2021-2022,Andre Drummond,"$2,401,537","$2,696,876"
2021-2022,Austin Rivers,"$2,401,537","$2,696,876"
2021-2022,Kent Bazemore,"$2,401,537","$2,696,876"
2021-2022,Hassan Whiteside,"$2,401,537","$2,696,876"
2021-2022,Otto Porter,"$2,389,641","$2,683,517"
2021-2022,Victor Oladipo,"$2,389,641","$2,683,517"
2021-2022,Tony Snell,"$2,389,641","$2,683,517"
2021-2022,Solomon Hill,"$2,389,641","$2,683,517"
2021-2022,Ben McLemore,"$2,389,641","$2,683,517"
2021-2022,Cody Zeller,"$2,389,641","$2,683,517"
2021-2022,Usman Garuba,"$2,353,320","$2,642,729"
2021-2022,Leandro Bolmaro,"$2,353,320","$2,642,729"
2021-2022,Willy Hernangomez,"$2,327,220","$2,613,420"
2021-2022,Edmond Sumner,"$2,320,000","$2,605,312"
2021-2022,Nassir Little,"$2,316,240","$2,601,089"
2021-2022,RJ Hampton,"$2,303,040","$2,586,266"
2021-2022,DeAndre Bembry,"$2,271,045","$2,550,336"
2021-2022,Josh Christopher,"$2,259,240","$2,537,079"
2021-2022,Monta Ellis,"$2,245,400","$2,521,537"
2021-2022,Drew Eubanks,"$2,239,820","$2,515,271"
2021-2022,Rodney Hood,"$2,239,544","$2,514,961"
2021-2022,Elfrid Payton,"$2,239,544","$2,514,961"
2021-2022,Dylan Windler,"$2,239,200","$2,514,575"
2021-2022,Immanuel Quickley,"$2,210,640","$2,482,503"
2021-2022,John Konchar,"$2,200,000","$2,470,554"
2021-2022,Quentin Grimes,"$2,168,640","$2,435,337"
2021-2022,Jordan Poole,"$2,161,440","$2,427,252"
2021-2022,Bol Bol,"$2,161,152","$2,426,929"
2021-2022,Keldon Johnson,"$2,145,720","$2,409,599"
2021-2022,Payton Pritchard,"$2,137,440","$2,400,301"
2021-2022,Jahlil Okafor,"$2,130,023","$2,391,971"
2021-2022,Bones Hyland,"$2,096,880","$2,354,752"
2021-2022,Nemanja Bjelica,"$2,089,448","$2,346,406"
2021-2022,Frank Kaminsky,"$2,089,448","$2,346,406"
2021-2022,Raul Neto,"$2,089,448","$2,346,406"
2021-2022,Udoka Azubuike,"$2,075,880","$2,331,170"
2021-2022,Jaden McDaniels,"$2,063,280","$2,317,020"
2021-2022,Malachi Flynn,"$2,048,040","$2,299,906"
2021-2022,DeMarcus Cousins,"$2,038,942","$2,289,689"
2021-2022,Cam Thomas,"$2,036,280","$2,286,700"
2021-2022,Desmond Bane,"$2,033,160","$2,283,196"
2021-2022,Jaden Springer,"$2,023,680","$2,272,550"
2021-2022,Day'Ron Sharpe,"$2,009,160","$2,256,245"
2021-2022,Garrison Mathews,"$2,000,000","$2,245,958"
2021-2022,Jordan McLaughlin,"$2,000,000","$2,245,958"
2021-2022,Jeremiah Robinson-Earl,"$2,000,000","$2,245,958"
2021-2022,Theo Maledon,"$2,000,000","$2,245,958"
2021-2022,Kenrich Williams,"$2,000,000","$2,245,958"
2021-2022,Abdel Nader,"$2,000,000","$2,245,958"
2021-2022,Santiago Aldama,"$1,994,520","$2,239,804"
2021-2022,Damian Jones,"$1,977,011","$2,220,142"
2021-2022,Wesley Matthews,"$1,958,495","$2,199,349"
2021-2022,Timothe Luwawu,"$1,939,350","$2,177,850"
2021-2022,Rodney McGruder,"$1,939,350","$2,177,850"
2021-2022,Moses Brown,"$1,933,909","$2,171,739"
2021-2022,Wesley Iwundu,"$1,926,834","$2,163,794"
2021-2022,Jose Alvarado,"$1,925,406","$2,162,191"
2021-2022,Damion Lee,"$1,910,860","$2,145,856"
2021-2022,PJ Dozier,"$1,910,860","$2,145,856"
2021-2022,Killian Tillie,"$1,901,625","$2,135,485"
2021-2022,Tyrell Terry,"$1,869,438","$2,099,339"
2021-2022,Larry Sanders,"$1,865,546","$2,094,969"
2021-2022,Carsen Edwards,"$1,859,365","$2,088,027"
2021-2022,Shake Milton,"$1,846,738","$2,073,848"
2021-2022,Jalen Brunson,"$1,802,057","$2,023,672"
2021-2022,Mitchell Robinson,"$1,802,057","$2,023,672"
2021-2022,Tony Bradley,"$1,789,256","$2,009,297"
2021-2022,Frank Ntilikina,"$1,789,256","$2,009,297"
2021-2022,Semi Ojeleye,"$1,789,256","$2,009,297"
2021-2022,Malik Monk,"$1,789,256","$2,009,297"
2021-2022,Dennis Smith,"$1,789,256","$2,009,297"
2021-2022,Didi Louzada,"$1,786,878","$2,006,627"
2021-2022,Nicolas Claxton,"$1,782,621","$2,001,846"
2021-2022,Jalen McDaniels,"$1,782,621","$2,001,846"
2021-2022,Cody Martin,"$1,782,621","$2,001,846"
2021-2022,Dean Wade,"$1,782,621","$2,001,846"
2021-2022,Vlatko Cancar,"$1,782,621","$2,001,846"
2021-2022,Kevin Porter,"$1,782,621","$2,001,846"
2021-2022,Bruno Fernando,"$1,782,621","$2,001,846"
2021-2022,Terance Mann,"$1,782,621","$2,001,846"
2021-2022,Jaylen Nowell,"$1,782,621","$2,001,846"
2021-2022,Naz Reid,"$1,782,621","$2,001,846"
2021-2022,Isaiah Roby,"$1,782,621","$2,001,846"
2021-2022,Luguentz Dort,"$1,782,621","$2,001,846"
2021-2022,KZ Okpala,"$1,782,621","$2,001,846"
2021-2022,Eric Paschall,"$1,782,621","$2,001,846"
2021-2022,Daniel Gafford,"$1,782,621","$2,001,846"
2021-2022,Chimezie Metu,"$1,762,796","$1,979,583"
2021-2022,Yuta Watanabe,"$1,762,796","$1,979,583"
2021-2022,Armoni Brooks,"$1,739,065","$1,952,933"
2021-2022,Isaiah Hartenstein,"$1,729,217","$1,941,874"
2021-2022,Thanasis Antetokounmpo,"$1,729,217","$1,941,874"
2021-2022,Moritz Wagner,"$1,729,217","$1,941,874"
2021-2022,Keita Bates-Diop,"$1,729,217","$1,941,874"
2021-2022,Sviatoslav Mykhailiuk,"$1,729,217","$1,941,874"
2021-2022,Isaac Bonga,"$1,729,217","$1,941,874"
2021-2022,Juan Toscano-Anderson,"$1,701,593","$1,910,853"
2021-2022,Oshae Brissett,"$1,701,593","$1,910,853"
2021-2022,Herb Jones,"$1,700,000","$1,909,064"
2021-2022,Gabriel Deck,"$1,690,507","$1,898,404"
2021-2022,Matt Thomas,"$1,669,178","$1,874,452"
2021-2022,Javonte Green,"$1,669,178","$1,874,452"
2021-2022,Gary Payton II,"$1,669,178","$1,874,452"
2021-2022,Max Strus,"$1,669,178","$1,874,452"
2021-2022,Gabe Vincent,"$1,669,178","$1,874,452"
2021-2022,Robert Woodard,"$1,619,015","$1,818,120"
2021-2022,Lance Stephenson,"$1,614,825","$1,813,414"
2021-2022,Deividas Sirvydis,"$1,603,559","$1,800,763"
2021-2022,Daniel Oturu,"$1,603,559","$1,800,763"
2021-2022,Kevin Pangos,"$1,569,178","$1,762,154"
2021-2022,Bismack Biyombo,"$1,518,213","$1,704,921"
2021-2022,Nick Richards,"$1,517,981","$1,704,661"
2021-2022,Lamar Stevens,"$1,517,981","$1,704,661"
2021-2022,KJ Martin,"$1,517,981","$1,704,661"
2021-2022,Jae'Sean Tate,"$1,517,981","$1,704,661"
2021-2022,Sam Merrill,"$1,517,981","$1,704,661"
2021-2022,Xavier Tillman,"$1,517,981","$1,704,661"
2021-2022,Jordan Nwora,"$1,517,981","$1,704,661"
2021-2022,Naji Marshall,"$1,517,981","$1,704,661"
2021-2022,Paul Reed,"$1,517,981","$1,704,661"
2021-2022,Isaiah Joe,"$1,517,981","$1,704,661"
2021-2022,CJ Elleby,"$1,517,981","$1,704,661"
2021-2022,Elijah Hughes,"$1,517,981","$1,704,661"
2021-2022,Jahmi'us Ramsey,"$1,517,981","$1,704,661"
2021-2022,Tre Jones,"$1,517,981","$1,704,661"
2021-2022,Anthony Gill,"$1,517,981","$1,704,661"
2021-2022,Vernon Carey,"$1,517,981","$1,704,661"
2021-2022,Isaiah Todd,"$1,500,000","$1,684,469"
2021-2022,Saben Lee,"$1,489,065","$1,672,189"
2021-2022,Omer Yurtseven,"$1,489,065","$1,672,189"
2021-2022,JR Smith,"$1,456,667","$1,635,806"
2021-2022,Stanley Johnson,"$1,368,998","$1,537,355"
2021-2022,Duane Washington Jr,"$1,346,676","$1,512,289"
2021-2022,Aaron Wiggins,"$1,305,761","$1,466,342"
2021-2022,Marquese Chriss,"$1,292,900","$1,451,900"
2021-2022,JT Thor,"$1,250,000","$1,403,724"
2021-2022,DeMarre Carroll,"$1,242,340","$1,395,122"
2021-2022,Jabari Parker,"$1,168,286","$1,311,961"
2021-2022,Alfonzo McKinnie,"$1,090,007","$1,224,055"
2021-2022,Zhaire Smith,"$1,068,200","$1,199,566"
2021-2022,Jason Preston,"$1,062,303","$1,192,944"
2021-2022,Isaiah Livers,"$1,057,260","$1,187,281"
2021-2022,Denzel Valentine,"$1,005,633","$1,129,305"
2021-2022,Alize Johnson,"$1,003,740","$1,127,178"
2021-2022,Kyle Singler,"$999,200","$1,122,080"
2021-2022,Kelan Martin,"$993,760","$1,115,971"
2021-2022,Miye Oni,"$946,261","$1,062,631"
2021-2022,Ayo Dosunmu,"$925,258","$1,039,045"
2021-2022,Marko Simonovic,"$925,258","$1,039,045"
2021-2022,Luka Garza,"$925,258","$1,039,045"
2021-2022,BJ Boston,"$925,258","$1,039,045"
2021-2022,Austin Reaves,"$925,258","$1,039,045"
2021-2022,Miles McBride,"$925,258","$1,039,045"
2021-2022,Vit Krejci,"$925,258","$1,039,045"
2021-2022,Charles Bassey,"$925,258","$1,039,045"
2021-2022,Greg Brown,"$925,258","$1,039,045"
2021-2022,Jock Landale,"$925,258","$1,039,045"
2021-2022,Dalano Banton,"$925,258","$1,039,045"
2021-2022,Jared Butler,"$925,258","$1,039,045"
2021-2022,Daishen Nix,"$923,078","$1,036,597"
2021-2022,Isaiah Thomas,"$910,926","$1,022,949"
2021-2022,Terry Taylor,"$895,125","$1,005,206"
2021-2022,Mamadi Diakite,"$869,078","$975,956"
2021-2022,Caleb Martin,"$844,011","$947,806"
2021-2022,Brad Wanamaker,"$814,918","$915,135"
2021-2022,Luke Kornet,"$812,364","$912,267"
2021-2022,Wayne Selden,"$812,363","$912,266"
2021-2022,Gary Clark,"$811,213","$910,975"
2021-2022,Ryan Arcidiacono,"$774,727","$870,002"
2021-2022,Trendon Watford,"$768,830","$863,380"
2021-2022,Patrick Patterson,"$737,067","$827,711"
2021-2022,Devontae Cacok,"$726,128","$815,426"
2021-2022,Admiral Schofield,"$723,741","$812,745"
2021-2022,Ishmail Wainright,"$707,893","$794,948"
2021-2022,Shaun Livingston,"$666,666","$748,652"
2021-2022,Malik Fitts,"$630,874","$708,457"
2021-2022,Sam Hauser,"$619,498","$695,683"
2021-2022,Greg Monroe,"$612,805","$688,165"
2021-2022,Amir Coffey,"$573,576","$644,114"
2021-2022,Joe Wieskamp,"$563,663","$632,981"
2021-2022,Keifer Sykes,"$558,345","$627,009"
2021-2022,Haywood Highsmith,"$547,701","$615,056"
2021-2022,Nik Stauskas,"$534,993","$600,785"
2021-2022,Davon Reed,"$532,398","$597,871"
2021-2022,Wenyen Gabriel,"$522,015","$586,210"
2021-2022,Skylar Mays,"$510,907","$573,738"
2021-2022,Georgios Kalaitzakis,"$499,852","$561,322"
2021-2022,RJ Nembhard,"$491,876","$552,366"
2021-2022,Chris Silva,"$479,650","$538,636"
2021-2022,Kessler Edwards,"$463,211","$520,176"
2021-2022,Trent Forrest,"$463,211","$520,176"
2021-2022,Sharife Cooper,"$462,629","$519,522"
2021-2022,Brodric Thomas,"$462,629","$519,522"
2021-2022,David Duke,"$462,629","$519,522"
2021-2022,Scottie Lewis,"$462,629","$519,522"
2021-2022,Arnoldas Kulboka,"$462,629","$519,522"
2021-2022,Tyler Cook,"$462,629","$519,522"
2021-2022,Markus Howard,"$462,629","$519,522"
2021-2022,Jamorko Pickett,"$462,629","$519,522"
2021-2022,Sean Chris Smith,"$462,629","$519,522"
2021-2022,Chris Chiozza,"$462,629","$519,522"
2021-2022,Jay Scrubb,"$462,629","$519,522"
2021-2022,Yves Pons,"$462,629","$519,522"
2021-2022,Sandro Mamukelashvili,"$462,629","$519,522"
2021-2022,McKinley Wright,"$462,629","$519,522"
2021-2022,Nathan Knight,"$462,629","$519,522"
2021-2022,Jericho Sims,"$462,629","$519,522"
2021-2022,Ignas Brazdeikis,"$462,629","$519,522"
2021-2022,Keljin Blevins,"$462,629","$519,522"
2021-2022,Neemias Queta,"$462,629","$519,522"
2021-2022,David Johnson,"$462,629","$519,522"
2021-2022,Justin Champagnie,"$462,629","$519,522"
2021-2022,Joel Ayayi,"$462,629","$519,522"
2021-2022,Cassius Winston,"$462,629","$519,522"
2021-2022,Justin Anderson,"$445,828","$500,654"
2021-2022,Theo Pinson,"$440,710","$494,908"
2021-2022,Charlie Brown,"$431,151","$484,173"
2021-2022,Langston Galloway,"$386,127","$433,612"
2021-2022,James Ennis,"$386,127","$433,611"
2021-2022,Tim Frazier,"$386,127","$433,612"
2021-2022,Kyle Guy,"$383,079","$430,189"
2021-2022,Sam Dekker,"$350,000","$393,042"
2021-2022,Quinndary Weatherspoon,"$346,491","$389,102"
2021-2022,Brandon Goodwin,"$343,988","$386,291"
2021-2022,Malcolm Hill,"$324,373","$364,263"
2021-2022,Louis King,"$316,396","$355,306"
2021-2022,Justin Jackson,"$308,493","$346,431"
2021-2022,Shaquille Harrison,"$308,493","$346,431"
2021-2022,DJ Wilson,"$308,493","$346,431"
2021-2022,Jeff Dowtin,"$305,761","$343,362"
2021-2022,Trevelin Queen,"$303,102","$340,377"
2021-2022,Paul Watson,"$303,102","$340,377"
2021-2022,Myles Powell,"$300,443","$337,391"
2021-2022,Jontay Porter,"$300,000","$336,893"
2021-2022,Mason Jones,"$295,125","$331,419"
2021-2022,Eugene Omoruyi,"$281,831","$316,490"
2021-2022,Brandon Knight,"$274,672","$308,450"
2021-2022,Justin Robinson,"$265,953","$298,658"
2021-2022,Ja'Vonte Smart,"$265,878","$298,574"
2021-2022,Mychal Mulder,"$257,902","$289,618"
2021-2022,Tyler Johnson,"$257,418","$289,074"
2021-2022,Cassius Stanley,"$256,734","$288,306"
2021-2022,Zylan Cheatham,"$256,734","$288,306"
2021-2022,Devon Dotson,"$239,291","$268,718"
2021-2022,Marcus Garrett,"$236,632","$265,732"
2021-2022,Lindell Wigginton,"$233,973","$262,746"
2021-2022,Jay Huff,"$225,997","$253,789"
2021-2022,Olivier Sarr,"$223,339","$250,805"
2021-2022,Aaron Henry,"$223,338","$250,803"
2021-2022,Freddie Gillespie,"$221,156","$248,352"
2021-2022,JaQuori McLaughlin,"$220,679","$247,817"
2021-2022,Rayjon Tucker,"$220,639","$247,772"
2021-2022,Tacko Fall,"$218,021","$244,833"
2021-2022,Petr Cornelie,"$218,021","$244,833"
2021-2022,Juwan Morgan,"$211,046","$236,999"
2021-2022,Damyean Dotson,"$205,662","$230,954"
2021-2022,Xavier Moon,"$202,069","$226,919"
2021-2022,Tyrone Wallace,"$198,760","$223,203"
2021-2022,Norvel Pelle,"$191,860","$215,454"
2021-2022,Jaylen Hoard,"$191,860","$215,454"
2021-2022,Tremont Waters,"$191,860","$215,454"
2021-2022,Reggie Perry,"$188,272","$211,425"
2021-2022,Devin Cannady,"$185,578","$208,400"
2021-2022,Brandon Williams,"$180,798","$203,032"
2021-2022,Moses Wright,"$172,821","$194,073"
2021-2022,DeJon Jarreau,"$172,821","$194,073"
2021-2022,Dakota Mathias,"$171,156","$192,204"
2021-2022,Matt Mooney,"$171,156","$192,204"
2021-2022,Daulton Hommes,"$167,504","$188,103"
2021-2022,Grant Riller,"$162,186","$182,131"
2021-2022,Lindy Waters III,"$159,527","$179,145"
2021-2022,CJ Miles,"$151,821","$170,491"
2021-2022,Joe Johnson,"$151,821","$170,491"
2021-2022,Ersan Ilyasova,"$151,821","$170,491"
